,code,lot_size,stock_name,stock_type,stock_id
497,HK.00565,5000,锦艺集团控股,STOCK,52845277610549
498,HK.00566,2000,汉能薄膜发电,STOCK,40900973560374
499,HK.00567,2000,大昌微线集团,STOCK,31499290149431
500,HK.00568,400,山东墨龙,STOCK,58196806861368
501,HK.00569,1000,中国自动化,STOCK,58862526792249
502,HK.00570,2000,中国中药,STOCK,36490042147386
503,HK.00571,2000,丰德丽控股,STOCK,571
504,HK.00572,4000,未来世界金融,STOCK,52544629899836
505,HK.00573,1000,稻香控股,STOCK,58806692217405
506,HK.00574,2000,百信国际,STOCK,71313636983358
507,HK.00575,10000,励晶太平洋,STOCK,42945377993279
508,HK.00576,2000,浙江沪杭甬,STOCK,42928198124096
509,HK.00577,2000,南岸集团,STOCK,41274635715137
510,HK.00578,10000,融信资源,STOCK,42928198124098
511,HK.00579,2000,京能清洁能源,STOCK,65837553680963
512,HK.00580,2000,赛晶电力电子,STOCK,63969242907204
513,HK.00581,2000,中国东方集团,STOCK,53592601920069
514,HK.00582,1200,蓝鼎国际,STOCK,50706383897158
515,HK.00583,2000,长城环亚控股,STOCK,32139240276551
516,HK.00585,8000,意马国际,STOCK,42644730282569
517,HK.00586,500,海螺创业,STOCK,68964289872458
518,HK.00587,4000,华瀚健康,STOCK,51668456571467
519,HK.00588,2000,北京北辰实业股份,STOCK,42923903156812
520,HK.00590,1000,六福集团,STOCK,42889543418446
521,HK.00591,1000,中国高精密,STOCK,62534723830351
522,HK.00592,2000,堡狮龙,STOCK,37387690312272
523,HK.00593,500,梦东方,STOCK,36966783517265
524,HK.00595,2000,先思行,STOCK,41270340747859
525,HK.00596,2000,浪潮国际,STOCK,53841710023252
526,HK.00598,1000,中国外运,STOCK,51947629445718
527,HK.00599,4000,怡邦行控股,STOCK,47493748359767
528,HK.00600,2000,中国基建投资,STOCK,37267431227992
529,HK.00601,10000,稀镁科技,STOCK,36193689403993
530,HK.00602,2500,佳华百货控股,STOCK,58639188492890
531,HK.00603,20000,中油燃气,STOCK,36709085479515
532,HK.00604,2000,深圳控股,STOCK,42631845380700
533,HK.00605,2000,中国金融投资管理,STOCK,36490042147421
534,HK.00606,1000,中国粮油控股,STOCK,58377195487838
535,HK.00607,2500,丰盛控股,STOCK,51702816309855
536,HK.00608,2000,达利国际,STOCK,35433480192608
537,HK.00609,4000,天德化工,STOCK,57754425229921
538,HK.00610,2000,惠记集团,STOCK,35536559407714
539,HK.00611,2000,中国核能科技,STOCK,36258113913443
540,HK.00612,8000,中国鼎益丰,STOCK,50199577756260
541,HK.00613,2000,梧桐国际,STOCK,37430639985253
542,HK.00616,5000,高山企业,STOCK,34046205756008
543,HK.00617,2000,百利保控股,STOCK,37580963840617
544,HK.00618,2000,北大资源,STOCK,34136400069226
545,HK.00619,2000,南华金融,STOCK,36919538877035
546,HK.00620,2000,大唐西市,STOCK,34106335298156
547,HK.00621,10000,坛金矿业,STOCK,40720584933997
548,HK.00622,3000,威华达控股,STOCK,34046205756014
549,HK.00623,1000,中视金桥,STOCK,60417304953455
551,HK.00626,2000,大众金融控股,STOCK,34119220200050
552,HK.00627,5000,福晟国际,STOCK,48417166328435
553,HK.00628,2000,国美金融科技,STOCK,51071456117364
554,HK.00629,1000,悦达国际控股,STOCK,50053548868213
555,HK.00630,10000,隽泰控股,STOCK,42206643618422
556,HK.00631,1000,三一国际,STOCK,62586263437943
557,HK.00632,2000,东方明珠石油,STOCK,51221779972728
558,HK.00633,2000,中国全通,STOCK,62285615727225
559,HK.00635,2000,彩星集团,STOCK,37666863186555
560,HK.00636,500,嘉里物流,STOCK,68964289872508
561,HK.00637,2000,利记,STOCK,57655640982141
562,HK.00638,2000,建溢集团,STOCK,42868068582014
563,HK.00639,2000,首钢资源,STOCK,32547262169727
564,HK.00640,4000,星谦发展,STOCK,63702954934912
565,HK.00641,2000,中国恒天立信国际,STOCK,32590211842689
566,HK.00643,10000,恒富控股,STOCK,47364899340931
567,HK.00645,2000,安域亚洲,STOCK,37602438677125
568,HK.00646,8000,中国环保科技,STOCK,50564649976454
569,HK.00647,2000,JOYCE BOUTIQUE,STOCK,32607391711879
570,HK.00648,5000,中国华仁医疗-新,STOCK,32663226286728
571,HK.00650,2000,IDG能源投资,STOCK,35708358099594
572,HK.00651,5000,中海重工,STOCK,44792213930635
573,HK.00653,2000,卓悦控股,STOCK,52604759442061
574,HK.00655,2000,香港华人有限公司,STOCK,35729832936079
575,HK.00656,500,复星国际,STOCK,58879706661520
576,HK.00657,2000,环科国际,STOCK,35807142347409
577,HK.00658,1000,中国高速传动,STOCK,58828167053970
578,HK.00659,1000,新创建集团,STOCK,42842298778259
579,HK.00660,10000,玮俊生物科技,STOCK,36228049142420
580,HK.00661,2000,中国大冶有色金属,STOCK,32762010534549
581,HK.00662,2000,亚洲金融,STOCK,32877974651542
582,HK.00663,1000,金山能源,STOCK,32800665240215
583,HK.00665,1000,海通国际,STOCK,41717017346713
584,HK.00666,20000,新工投资,STOCK,32890859553434
585,HK.00667,500,中国东方教育,STOCK,77502684856987
586,HK.00668,2000,东银国际控股,STOCK,32852204847772
587,HK.00669,500,创科实业,STOCK,32873679684253
588,HK.00670,2000,中国东方航空股份,STOCK,42502996361886
589,HK.00672,1000,众安集团,STOCK,59395102737056
590,HK.00673,3000,中国卫生集团,STOCK,49349174231713
591,HK.00674,4000,中国唐商,STOCK,33041183408802
592,HK.00675,2000,坚宝国际,STOCK,42356967473827
593,HK.00676,2000,创信国际,STOCK,42000485188260
594,HK.00677,2000,金源米业,STOCK,33054068310693
595,HK.00678,1000,云顶香港,STOCK,48490180772518
596,HK.00679,10000,亚洲联网科技,STOCK,33066953212583
597,HK.00680,50000,南海控股,STOCK,33122787787432
598,HK.00681,2000,中民控股,STOCK,42838003810985
599,HK.00682,2000,超大现代,STOCK,48554605281962
600,HK.00683,500,嘉里建设,STOCK,41712722379435
601,HK.00684,2000,亚伦国际,STOCK,35854386987692
602,HK.00685,1000,世界华文媒体,STOCK,33281701577389
603,HK.00686,2000,熊猫绿能,STOCK,47498043327150
604,HK.00687,2000,泰升集团,STOCK,33298881446575
605,HK.00688,2000,中国海外发展,STOCK,35502199669424
606,HK.00689,15000,长盈集团(控股),STOCK,33384780792497
607,HK.00690,20000,联康生物科技集团,STOCK,49980534424242
608,HK.00691,1000,山水水泥,STOCK,60400125084339
609,HK.00692,5000,神舟乐园,STOCK,47132971106996
610,HK.00693,3000,陈唱国际,STOCK,44723494453941
611,HK.00694,2000,北京首都机场股份,STOCK,47188805681846
612,HK.00695,2000,东吴水泥,STOCK,66584877990583
613,HK.00696,1000,中国民航信息网络,STOCK,48786533515960
614,HK.00697,2000,首长国际,STOCK,33449205301945
615,HK.00698,10000,通达集团,STOCK,48584670053050
616,HK.00699,1000,神州租车,STOCK,70141110911675
617,HK.00700,100,腾讯控股,STOCK,54047868453564
618,HK.00701,2000,北海集团,STOCK,33539399615165
619,HK.00702,10000,中国油气控股,STOCK,47223165420222
620,HK.00703,6000,佳景集团,STOCK,51165945397951
621,HK.00704,10000,和嘉控股,STOCK,33565169418944
622,HK.00705,12000,鼎和矿业,STOCK,61134564491969
623,HK.00706,10000,美丽中国控股,STOCK,44787918963394
624,HK.00707,2000,亚洲电视控股,STOCK,56848187130563
625,HK.00708,5000,恒大健康,STOCK,59785944761028
626,HK.00709,2000,佐丹奴国际,STOCK,33663953666757
627,HK.00710,1000,京东方精电,STOCK,33715493274310
628,HK.00711,2000,亚洲联合基建控股,STOCK,36258113913543
629,HK.00712,10000,卡姆丹克太阳能,STOCK,62474594288328
630,HK.00713,2000,世界(集团),STOCK,36524401885897
631,HK.00715,2000,中泛控股,STOCK,33732673143499
632,HK.00716,2000,胜狮货柜,STOCK,36885179138764
633,HK.00717,6000,英皇证券,STOCK,58523224376013
634,HK.00718,5000,太和控股,STOCK,40389872452302
635,HK.00719,2000,山东新华制药股份,STOCK,42348377539279
636,HK.00720,25000,意达利控股,STOCK,33779917783760
637,HK.00721,10000,中国金融国际,STOCK,49306224558801
638,HK.00722,2000,联合医务,STOCK,722
639,HK.00723,60000,永保林业,STOCK,33788507718355
640,HK.00724,10000,瑞鑫国际集团,STOCK,47845935678164
641,HK.00725,2000,恒都集团,STOCK,42344082571989
642,HK.00726,20000,中民筑友智造科技,STOCK,33818572489430
643,HK.00727,2000,皇冠环球集团,STOCK,43984760079063
644,HK.00728,2000,中国电信,STOCK,51561082389208
645,HK.00729,5000,五龙电动车(新),STOCK,34119220200153
646,HK.00730,1000,首长四方,STOCK,33878702031578
647,HK.00731,2000,森信纸业集团,STOCK,40647570490075
648,HK.00732,2000,信利国际,STOCK,33835752358620
649,HK.00733,2000,合富辉煌,STOCK,54172422505181
650,HK.00736,3000,中国置业投资,STOCK,35678293328608
651,HK.00737,500,湾区发展,STOCK,52694953755361
652,HK.00738,2000,莱尔斯丹,STOCK,35987530973922
653,HK.00743,500,亚洲水泥(中国),STOCK,60206851556071
654,HK.00745,10000,中国国家文化产业,STOCK,54558969561833
655,HK.00746,2000,理文化工,STOCK,50259707298538
656,HK.00747,2000,渖阳公用发展股份,STOCK,46986942218987
657,HK.00750,1000,兴业太阳能,STOCK,61229053772526
658,HK.00751,2000,创维集团,STOCK,47472273523439
659,HK.00752,2000,笔克远东,STOCK,35669703394032
660,HK.00753,2000,中国国航,STOCK,54829552501489
661,HK.00754,2000,合生创展集团,STOCK,44547400794866
662,HK.00755,5000,上海证大,STOCK,35794257445619
663,HK.00756,4000,森美控股,STOCK,60425894888180
664,HK.00757,1000,阳光能源,STOCK,59992103191285
665,HK.00758,2000,新华联资本,STOCK,46931107644150
666,HK.00759,2000,CEC国际,STOCK,46853798232823
667,HK.00760,15000,新天地产集团,STOCK,40153649251064
668,HK.00762,2000,中国联通,STOCK,47798691037946
669,HK.00763,200,中兴通讯,STOCK,54803782697723
670,HK.00764,10000,永恒策略,STOCK,47248935224060
671,HK.00765,2000,威发国际,STOCK,35777077576445
672,HK.00766,5000,中盈集团控股,STOCK,50770808406782
673,HK.00767,40000,亚太丝路投资,STOCK,40600325849855
674,HK.00768,2000,开明投资,STOCK,47128676139776
675,HK.00769,2000,中国稀土,STOCK,46720654246657
676,HK.00770,1000,沪光国际,STOCK,37507949396738
677,HK.00771,2000,自动系统,STOCK,43675522433795
678,HK.00772,200,阅文集团,STOCK,74994423956228
679,HK.00775,2000,长江生命科技,STOCK,51037096379143
680,HK.00776,1000,帝国集团环球控股,STOCK,56126632624904
681,HK.00777,500,网龙,STOCK,60357175411465
683,HK.00780,400,同程艺龙,STOCK,76652281332492
684,HK.00784,10000,凌锐控股,STOCK,75213467288336
685,HK.00787,2000,利标品牌,STOCK,69831873266451
686,HK.00788,2000,中国铁塔,STOCK,76175539962644
687,HK.00789,20000,雅天妮集团,STOCK,60189671686933
688,HK.00794,2000,锦胜集团(控股),STOCK,61418032333594
689,HK.00797,2000,第七大道,STOCK,76063870812957
690,HK.00798,4000,中电光谷,STOCK,69389491634974
691,HK.00799,1000,IGG,STOCK,68698001900319
692,HK.00800,2000,A8新媒体,STOCK,60305635803936
693,HK.00801,4000,金卫医疗,STOCK,50178102919969
694,HK.00802,10000,中国钱包,STOCK,61349312856866
695,HK.00803,10000,昌兴国际,STOCK,49542447760163
696,HK.00804,5000,鼎石资本,STOCK,74406013436708
697,HK.00806,1000,惠理集团,STOCK,59433757442854
698,HK.00807,1000,上海实业环境,STOCK,75595719377703
700,HK.00809,2000,大成生化科技,STOCK,48945447306025
701,HK.00810,6000,中国互联网投资,STOCK,50444390892330
702,HK.00811,1000,新华文轩,STOCK,58677843198763
703,HK.00812,2000,西证国际证券,STOCK,50319836840748
704,HK.00813,500,世茂房地产,STOCK,57264798958381
705,HK.00814,1000,北京京客隆,STOCK,59846074303278
706,HK.00815,2000,中国白银集团,STOCK,67435281515311
707,HK.00816,2000,华电福新,STOCK,66649302500144
708,HK.00817,2000,中国金茂,STOCK,59017145615153
709,HK.00818,3000,高阳科技,STOCK,49868865274674
710,HK.00819,2000,天能动力,STOCK,58729382806323
712,HK.00821,4000,汇盈控股,STOCK,49048526521141
713,HK.00822,2000,嘉瑞国际,STOCK,58798102283062
715,HK.00825,1000,新世界百货中国,STOCK,58862526792505
716,HK.00826,2000,天工国际,STOCK,58922656334650
717,HK.00827,4000,玖源集团,STOCK,52578989638459
718,HK.00828,2000,王朝酒业,STOCK,55009941127996
719,HK.00829,2000,神冠控股,STOCK,62401579844413
720,HK.00830,2000,中国建筑兴业,STOCK,63123134350142
721,HK.00831,2000,利亚零售,STOCK,48700634170175
722,HK.00832,1000,建业地产,STOCK,60279866000192
723,HK.00833,1000,华讯,STOCK,55740085568321
724,HK.00834,4000,康大食品,STOCK,61134564492098
725,HK.00835,10000,亚洲煤业,STOCK,43860206027587
726,HK.00836,2000,华润电力,STOCK,53115860550468
727,HK.00837,500,谭木匠,STOCK,62732292326213
728,HK.00838,2000,亿和控股,STOCK,55460912694086
729,HK.00839,1000,中教控股,STOCK,75179107550023
730,HK.00840,2000,天业节水,STOCK,59704340382536
731,HK.00841,2000,木薯资源,STOCK,61525406516041
732,HK.00842,1000,理士国际,STOCK,64115271795530
733,HK.00844,4000,广泰国际控股,STOCK,65717294596940
734,HK.00845,1000,恒盛地产,STOCK,62354335204173
735,HK.00846,1000,明发集团,STOCK,62534723830606
736,HK.00848,1000,茂业国际,STOCK,60142427046736
737,HK.00850,4000,投融长富,STOCK,51552492454738
738,HK.00851,10000,盛源控股,STOCK,45359149613907
739,HK.00852,2000,海峡石油化工,STOCK,61224758805332
740,HK.00853,1000,微创医疗,STOCK,63887638528853
741,HK.00854,1000,威雅利,STOCK,68908455297878
742,HK.00855,2000,中国水务,STOCK,46703474377559
743,HK.00856,2000,伟仕佳杰,STOCK,50745038603096
744,HK.00857,2000,中国石油股份,STOCK,47472273523545
745,HK.00858,10000,精优药业,STOCK,45780056408922
746,HK.00859,2000,中昌国际控股,STOCK,47768626266971
747,HK.00860,4000,力世纪,STOCK,51247549776732
748,HK.00861,1000,神州控股,STOCK,49276159787869
749,HK.00862,5000,远见控股,STOCK,45148696216414
750,HK.00863,500,BC科技集团,STOCK,66383014527839
751,HK.00864,4000,永利地产发展,STOCK,67783173866336
752,HK.00865,4000,建德国际控股,STOCK,48614734824289
753,HK.00866,2000,中国秦发,STOCK,61963493180258
754,HK.00867,1000,康哲药业,STOCK,63904818398051
755,HK.00868,2000,信义玻璃,STOCK,55044300866404
756,HK.00869,4000,彩星玩具,STOCK,59738700120933
757,HK.00871,1000,中国疏浚环保,STOCK,65042984731495
758,HK.00872,2000,启迪国际,STOCK,54803782697832
759,HK.00873,2000,中国泰丰床品,STOCK,63436666962793
760,HK.00874,2000,白云山,STOCK,43649752630122
761,HK.00875,2000,中国金控,STOCK,44706314584939
762,HK.00876,10000,佳兆业健康,STOCK,42777874269036
763,HK.00877,1000,昂纳科技集团,STOCK,63251983369069
764,HK.00878,500,金朝阳集团,STOCK,42691974923118
765,HK.00880,1000,澳博控股,STOCK,60451664692080
766,HK.00881,500,中升控股,STOCK,63105954481009
767,HK.00882,2000,天津发展,STOCK,43825846289266
768,HK.00883,1000,中国海洋石油,STOCK,48876727829363
769,HK.00884,2000,旭辉控股集团,STOCK,67284957660020
770,HK.00885,10000,仁天科技控股,STOCK,49452253447029
771,HK.00886,3000,银基集团,STOCK,61594125992822
772,HK.00887,10000,英皇钟表珠宝,STOCK,60473139528567
773,HK.00888,2000,贝森金融,STOCK,49392123904888
774,HK.00889,2000,连达科技控股,STOCK,49366354101113
775,HK.00891,2000,利邦,STOCK,62491774157691
776,HK.00893,1000,中国铁钛,STOCK,62380105007997
777,HK.00894,2000,万裕科技,STOCK,42623255446398
778,HK.00895,200,东江环保,STOCK,51883204936575
779,HK.00896,2000,兴胜创建,STOCK,50233937494912
780,HK.00897,5000,位元堂,STOCK,43654047597441
781,HK.00898,2000,万事昌国际,STOCK,44826573669250
782,HK.00899,10000,亚洲资源,STOCK,43623982826371
783,HK.00900,2000,AEON信贷,STOCK,40312563041156
784,HK.00901,20000,鹰力投资,STOCK,50444390892421
785,HK.00902,2000,华能国际电力股份,STOCK,44006234915718
786,HK.00903,2000,冠捷科技,STOCK,46690589475719
787,HK.00904,8000,中绿,STOCK,53382148522888
788,HK.00905,16000,环球大通投资,STOCK,44766444127113
789,HK.00906,1000,中粮包装,STOCK,62547608732554
790,HK.00907,2000,高雅光学,STOCK,41214506173323
791,HK.00908,2000,珠海控股投资,STOCK,44543105827724
792,HK.00909,2000,中大国际,STOCK,49933289784205
793,HK.00910,12000,中国三迪,STOCK,45354854646670
794,HK.00911,5000,前海健康,STOCK,69780333659023
795,HK.00912,2000,信佳国际,STOCK,51311974286224
796,HK.00913,10000,合一投资,STOCK,46772193854353
797,HK.00914,500,海螺水泥,STOCK,43611097924498
798,HK.00915,1000,道和环球,STOCK,50749333570451
799,HK.00916,1000,龙源电力,STOCK,62650687947668
800,HK.00918,2000,国能国际资产,STOCK,43585328120726
801,HK.00919,4000,现代美容,STOCK,56637733733271
802,HK.00921,1000,海信家电,STOCK,41656887804825
803,HK.00922,10000,安贤园中国,STOCK,47008417055642
804,HK.00923,2000,综合环保集团,STOCK,63127429317531
805,HK.00924,8000,坤集团,STOCK,77592879170460
806,HK.00925,2000,北京建设,STOCK,43980465111965
807,HK.00926,1000,碧生源,STOCK,63909113365406
808,HK.00927,2000,富士高实业,STOCK,47489453392799
809,HK.00928,20000,莲和医疗,STOCK,50702088930208
810,HK.00929,5000,国际精密,STOCK,54640573940641
811,HK.00931,2000,中国天然气,STOCK,49898930045859
812,HK.00932,4000,顺腾国际控股,STOCK,68667937129380
813,HK.00933,1000,光汇石油,STOCK,40583145980837
814,HK.00934,2000,中石化冠德,STOCK,46239617909670
815,HK.00935,2000,龙翔集团,STOCK,65000035058599
816,HK.00936,10000,鹏程亚洲,STOCK,63599875720104
817,HK.00938,2000,民生国际,STOCK,43503723742122
818,HK.00939,1000,建设银行,STOCK,56186762167211
819,HK.00940,1000,中国动物保健品,STOCK,64265595650988
820,HK.00941,500,中国移动,STOCK,43619687859117
821,HK.00943,8000,意科控股,STOCK,43104291783599
822,HK.00945,100,宏利金融-S,STOCK,46643344835505
823,HK.00947,1000,摩比发展,STOCK,62680752718771
824,HK.00948,2000,阿尔法企业,STOCK,62998580298676
825,HK.00950,500,李氏大药厂,STOCK,51032801412022
826,HK.00951,1000,超威动力,STOCK,63548336112567
827,HK.00952,10000,中国通海金融,STOCK,43495133807544
828,HK.00953,2000,邵氏兄弟控股,STOCK,62878321214393
829,HK.00954,4000,常茂生物,STOCK,50959786967994
830,HK.00956,1000,新天绿色能源,STOCK,63969242907580
831,HK.00958,2000,华能新能源,STOCK,65000035058622
832,HK.00959,2000,奥玛仕国际,STOCK,43533788513215
833,HK.00960,500,龙湖集团,STOCK,62560493634496
834,HK.00966,200,中国太平,STOCK,47828755809222
835,HK.00967,1000,桑德国际,STOCK,63913408332743
836,HK.00968,2000,信义光能,STOCK,68934225101768
837,HK.00969,2000,华联国际,STOCK,47193100649417
838,HK.00970,8000,耀莱集团,STOCK,43469364003786
839,HK.00973,250,欧舒丹,STOCK,63286343107533
840,HK.00974,1000,中国顺客隆,STOCK,71670119269326
841,HK.00975,3000,蒙古焦煤,STOCK,63969242907599
842,HK.00976,2000,齐合环保,STOCK,63569810949072
843,HK.00978,2000,招商局置地,STOCK,43589623088082
844,HK.00979,2000,绿色能源科技集团,STOCK,43108586750931
845,HK.00980,1000,联华超市,STOCK,52523155063764
846,HK.00981,500,中芯国际,STOCK,53661321397205
847,HK.00982,20000,华金国际资本,STOCK,60443074757590
848,HK.00983,2000,瑞安建业,STOCK,42494406427607
849,HK.00984,500,永旺,STOCK,37791417238488
850,HK.00985,8000,中誉集团,STOCK,37782827303897
851,HK.00986,2000,中国环保能源,STOCK,37782827303898
852,HK.00987,2000,中国再生能源投资,STOCK,50856707752923
853,HK.00988,3000,丝路物流控股,STOCK,37731287696348
854,HK.00989,5000,广泽国际发展,STOCK,43606802957277
855,HK.00990,10000,荣晖国际,STOCK,37748467565534
856,HK.00991,2000,大唐发电,STOCK,42691974923231
857,HK.00992,2000,联想集团,STOCK,37834366911456
858,HK.00993,1000,华融金控,STOCK,37842956846049
859,HK.00994,4000,中天宏信,STOCK,74500502717410
860,HK.00995,2000,安徽皖通高速公路,STOCK,42142219109347
861,HK.00996,10000,嘉年华国际,STOCK,37847251813348
862,HK.00997,5000,普汇中金国际,STOCK,47352014439397
863,HK.00998,1000,中信银行,STOCK,58536109278182
864,HK.00999,2000,I.T,STOCK,55168854918119
865,HK.01000,500,北青传媒,STOCK,54859617272808
866,HK.01001,2000,沪港联合,STOCK,37851546780649
867,HK.01002,4000,威铖国际,STOCK,50358491546602
868,HK.01003,10000,欢喜传媒,STOCK,37864431682539
869,HK.01004,2000,中国智慧能源,STOCK,43559558317036
870,HK.01005,2000,美力时集团,STOCK,37851546780653
871,HK.01006,1000,长寿花食品,STOCK,62685047686126
872,HK.01007,20000,龙辉国际控股,STOCK,64033667417071
873,HK.01008,2000,贵联控股,STOCK,61555471287280
874,HK.01009,2000,国际娱乐,STOCK,47966194762737
875,HK.01010,2000,太睿国际控股,STOCK,37851546780658
876,HK.01011,500,泰凌医药,STOCK,64780991726579
877,HK.01013,2000,伟俊集团控股,STOCK,42494406427637
878,HK.01019,6000,康宏环球,STOCK,63574105916411
879,HK.01020,4000,赛伯乐国际控股,STOCK,63548336112636
880,HK.01021,1000,麦达斯控股-S,STOCK,63939178136573
881,HK.01022,1500,飞鱼科技,STOCK,70471823393790
882,HK.01023,1000,时代集团控股,STOCK,65768834204671
883,HK.01025,4000,嘉艺控股,STOCK,77056008258561
884,HK.01026,10000,环球实业科技,STOCK,49907519980546
885,HK.01027,10000,中国集成控股,STOCK,70772471104515
886,HK.01028,1000,千百度,STOCK,65451006624772
887,HK.01029,2000,铁货,STOCK,64003602646021
888,HK.01030,2000,新城发展控股,STOCK,67310727463942
889,HK.01031,2000,金利丰金融,STOCK,41656887804935
890,HK.01033,2000,中石化油服,STOCK,38019050505225
891,HK.01034,8000,富汇建筑控股,STOCK,76527727281162
892,HK.01035,1500,BBI生命科学,STOCK,70579197576203
893,HK.01036,1000,万科置业海外,STOCK,42120744272908
894,HK.01037,2000,云智汇科技,STOCK,38087769981965
895,HK.01038,500,长江基建集团,STOCK,41631118001166
896,HK.01039,1000,鑫网易商,STOCK,63887638529039
897,HK.01041,10000,林达控股,STOCK,42331197670417
898,HK.01043,2000,光宇国际集团科技,STOCK,46862388167699
899,HK.01044,500,恒安国际,STOCK,45384919417876
900,HK.01045,2000,亚太卫星,STOCK,42292542964757
901,HK.01046,5000,寰宇娱乐文化,STOCK,46346992092182
902,HK.01047,2000,毅兴行,STOCK,38135014622231
903,HK.01048,1000,煜新控股,STOCK,64201171141656
904,HK.01049,6000,时富投资,STOCK,38143604556825
905,HK.01050,2000,嘉利国际,STOCK,42283953030170
906,HK.01051,3000,国际资源,STOCK,38152194491419
907,HK.01052,2000,越秀交通基建,STOCK,42477226558492
908,HK.01053,2000,重庆钢铁股份,STOCK,43593918055453
909,HK.01055,2000,中国南方航空股份,STOCK,43258910606367
910,HK.01057,2000,浙江世宝,STOCK,57050050593825
911,HK.01058,2000,粤海制革,STOCK,42283953030178
912,HK.01059,3000,看通集团,STOCK,42447161787427
913,HK.01060,10000,阿里影业,STOCK,38208029066276
914,HK.01061,1000,亿胜生物科技,STOCK,49387828937765
915,HK.01062,10000,国开国际投资,STOCK,55340653610022
916,HK.01063,10000,新确科技,STOCK,38199439131687
917,HK.01064,5000,中华国际,STOCK,43576738186280
918,HK.01065,2000,天津创业环保股份,STOCK,38229503902761
919,HK.01066,4000,威高股份,STOCK,53575422051370
920,HK.01068,1000,雨润食品,STOCK,56083682952236
921,HK.01069,40000,中国农林低碳,STOCK,62380105008173
922,HK.01070,1000,TCL电子,STOCK,46901042873390
923,HK.01071,2000,华电国际电力股份,STOCK,46261092746287
924,HK.01072,200,东方电气,STOCK,38315403248688
925,HK.01073,5000,大禹金融,STOCK,50251117364273
926,HK.01075,6000,首都信息,STOCK,50148038149171
927,HK.01076,20000,博华太平洋,STOCK,50371376448564
928,HK.01079,2000,松景科技,STOCK,46901042873399
929,HK.01080,1500,胜利管道,STOCK,62685047686200
930,HK.01082,4000,香港教育国际,STOCK,65103114273850
931,HK.01083,1000,港华燃气,STOCK,56367150793787
932,HK.01085,2000,亨鑫科技,STOCK,64274185585725
933,HK.01086,1000,好孩子国际,STOCK,64149631534142
934,HK.01087,1000,威讯控股,STOCK,64115271795775
935,HK.01088,500,中国神华,STOCK,55611236549696
936,HK.01089,5000,乐游科技控股,STOCK,64355789964353
937,HK.01090,2000,大明国际,STOCK,64179696305218
938,HK.01091,1000,中信大锰,STOCK,64123861730371
939,HK.01093,2000,石药集团,STOCK,38379827758149
940,HK.01094,8000,中国公共采购,STOCK,50981261804614
941,HK.01096,2000,中能国际控股,STOCK,65472481461320
942,HK.01097,20000,有线宽频,STOCK,46892452938825
943,HK.01098,1000,路劲,STOCK,41575283426378
944,HK.01099,400,国药控股,STOCK,62315680498763
945,HK.01100,2000,飞达控股,STOCK,48546015347788
946,HK.01101,2000,华荣能源,STOCK,64128156697677
947,HK.01102,2000,环能国际,STOCK,51969104282702
948,HK.01103,8000,大生农业金融,STOCK,55731495633999
949,HK.01104,20000,亚太资源,STOCK,45475113731152
950,HK.01105,2000,星岛,STOCK,41601053230161
951,HK.01106,20000,铭霖控股,STOCK,52514565129298
952,HK.01107,2000,当代置业,STOCK,68277095105619
953,HK.01108,2000,洛阳玻璃股份,STOCK,38452842202196
954,HK.01109,2000,华润置地,STOCK,42120744272981
955,HK.01110,4000,金活医药集团,STOCK,64153926501462
956,HK.01111,1000,创兴银行,STOCK,38465727104087
957,HK.01112,500,H&H国际控股,STOCK,64248415781976
958,HK.01113,500,长实集团,STOCK,71244917507161
959,HK.01114,2000,华晨中国,STOCK,46750719018074
960,HK.01115,1000,西藏水资源,STOCK,65085934404699
961,HK.01116,10000,美亚控股,STOCK,54069343290460
962,HK.01117,1000,现代牧业,STOCK,64158221468765
963,HK.01118,10000,高力集团,STOCK,38482906973278
964,HK.01119,400,创梦天地,STOCK,76708115907679
965,HK.01120,2000,雅视光学,STOCK,42120744272992
966,HK.01121,2000,宝峰时尚,STOCK,64428804408417
967,HK.01122,2000,庆铃汽车股份,STOCK,38624640894050
968,HK.01123,2000,中港照相,STOCK,38766374814819
969,HK.01124,2000,沿海家园,STOCK,43589623088228
970,HK.01125,400,丽丰控股,STOCK,43774306681957
971,HK.01126,2000,德林国际,STOCK,50354196579430
972,HK.01127,4000,狮子山集团,STOCK,65193308587111
973,HK.01128,400,永利澳门,STOCK,62384399975528
974,HK.01129,4000,中国水业集团,STOCK,50264002266217
975,HK.01130,4000,中国环境资源,STOCK,43009802503274
976,HK.01131,5000,鸿宝资源,STOCK,42683384988779
977,HK.01132,5000,橙天嘉禾,STOCK,39045547689068
978,HK.01133,2000,哈尔滨电气,STOCK,39144331936877
979,HK.01134,4000,恒发光学,STOCK,77640123810926
980,HK.01137,1000,香港电视,STOCK,43276090475633
981,HK.01138,2000,中远海能,STOCK,38994008081522
982,HK.01139,16000,华多利集团,STOCK,44117904065651
983,HK.01140,4000,东英金融,STOCK,52097953301620
984,HK.01141,10000,民银资本,STOCK,44220983280757
985,HK.01142,10000,西伯利亚矿业,STOCK,51531017618550
986,HK.01143,4000,华夏健康产业,STOCK,64424509441143
987,HK.01145,1000,勇利投资,STOCK,65060164600953
988,HK.01146,2000,中国服饰控股,STOCK,65781719106682
989,HK.01148,1000,新晨动力,STOCK,67757404062844
